"User2";"User1";"Correlation";"PartyUser1";"PartyUser2";"User1_UserName";"User2_UserName"
"103965790";"102397481";"0.5284592";"Droite";"UMP";"Chantal_Jouanno";"CeciliaDurieu"
"105607078";"103965790";"0.5450785";"UMP";"Droite";"CeciliaDurieu";"sebchauvelleb"
"106851687";"103965790";"0.6080722";"UMP";"centre";"CeciliaDurieu";"MarieLaurent29"
"1093208600";"105607078";"0.7038366";"Droite";"UMP";"sebchauvelleb";"j_ump75"
"11090342";"103965790";"0.5200402";"UMP";"Gauche";"CeciliaDurieu";"marcvasseur"
"110969851";"104921164";"0.5112967";"PS";"PRG";"VincentGuibert";"simoncachia59"
"111323397";"103965790";"0.5139504";"UMP";"UMP";"CeciliaDurieu";"Francoispinte"
"111323397";"110940366";"0.6160752";"Droite";"UMP";"bretonxavier";"Francoispinte"
"111323397";"1093208600";"0.6531412";"UMP";"UMP";"j_ump75";"Francoispinte"
"1123600008";"102397481";"0.5358808";"Droite";"PS";"Chantal_Jouanno";"Socialiste94"
"1137018775";"110940366";"0.7055988";"Droite";"Droite";"bretonxavier";"MichelDANTIN"
"1149260660";"102458467";"0.6267668";"UMP";"UMP";"emorinchartier";"TheveninPatrick"
"116229959";"111323397";"0.5485620";"UMP";"UMP";"Francoispinte";"solere92"
"117052245";"110940366";"0.5038701";"Droite";"centre";"bretonxavier";"philippefolliot"
"117052245";"116565781";"0.5956270";"UMP";"centre";"Olaurentjoye";"philippefolliot"
"117052245";"103965790";"0.5448732";"UMP";"centre";"CeciliaDurieu";"philippefolliot"
"118341297";"110940366";"0.5121153";"Droite";"PS";"bretonxavier";"Rita_Maalouf_"
"1184256836";"110940366";"0.6705546";"Droite";"UMP";"bretonxavier";"PierreGaboriau"
"1184256836";"111323397";"0.6424584";"UMP";"UMP";"Francoispinte";"PierreGaboriau"
"12272292";"103965790";"0.5639366";"UMP";"Media";"CeciliaDurieu";"LaCroix"
"12272292";"106851687";"0.5203983";"centre";"Media";"MarieLaurent29";"LaCroix"
"1229928415";"1123600008";"0.6070011";"PS";"PS";"Socialiste94";"psparis8"
"124391791";"116229959";"0.5843965";"UMP";"UMP";"solere92";"XavierPERICAT"
"124391791";"1184256836";"0.6435781";"UMP";"UMP";"PierreGaboriau";"XavierPERICAT"
"124391791";"110940366";"0.5575994";"Droite";"UMP";"bretonxavier";"XavierPERICAT"
"124391791";"111323397";"0.7305157";"UMP";"UMP";"Francoispinte";"XavierPERICAT"
"125706476";"110940366";"0.5170521";"Droite";"PS";"bretonxavier";"lorenzichris"
"125706476";"1184256836";"0.5123293";"UMP";"PS";"PierreGaboriau";"lorenzichris"
"125706476";"110969851";"0.5049470";"PRG";"PS";"simoncachia59";"lorenzichris"
"125727024";"125423326";"0.8520759";"Gauche";"PS";"williamTchamaha";"CCastaner"
"125727024";"114512948";"0.5421055";"Media";"PS";"GG_RMC";"CCastaner"
"127643327";"104921164";"0.6287332";"PS";"PS";"VincentGuibert";"luniseMarquis"
"1283588581";"103965790";"0.5410724";"UMP";"Media";"CeciliaDurieu";"Lopinion_fr,lopinion_fr"
"1283588581";"106851687";"0.5964631";"centre";"Media";"MarieLaurent29";"Lopinion_fr,lopinion_fr"
"128593679";"1283588581";"0.5579028";"Media";"Media";"Lopinion_fr,lopinion_fr";"GuillaumeDaret"
"128593679";"103965790";"0.6923059";"UMP";"Media";"CeciliaDurieu";"GuillaumeDaret"
"128593679";"11090342";"0.5899940";"Gauche";"Media";"marcvasseur";"GuillaumeDaret"
"128593679";"125706476";"0.5620669";"PS";"Media";"lorenzichris";"GuillaumeDaret"
"128593679";"106851687";"0.6862933";"centre";"Media";"MarieLaurent29";"GuillaumeDaret"
"128593679";"111323397";"0.5637633";"UMP";"Media";"Francoispinte";"GuillaumeDaret"
"128593679";"12272292";"0.5246194";"Media";"Media";"LaCroix";"GuillaumeDaret"
"1301217397";"1149260660";"0.5070007";"UMP";"UMP";"TheveninPatrick";"VMontandon"
"1301217397";"1103126714";"0.5949322";"centre";"UMP";"UDIjeunes51";"VMontandon"
"1316528215";"116229959";"0.6143082";"UMP";"UMP";"solere92";"LArribage"
"133236438";"1123600008";"0.5473195";"PS";"Droite";"Socialiste94";"MaximeThiebaut"
"133236438";"1229928415";"0.5096272";"PS";"Droite";"psparis8";"MaximeThiebaut"
"133236438";"102397481";"0.5024339";"Droite";"Droite";"Chantal_Jouanno";"MaximeThiebaut"
"133663801";"125423326";"0.6317573";"Gauche";"Media";"williamTchamaha";"BFMTV"
"133663801";"125706476";"0.5352258";"PS";"Media";"lorenzichris";"BFMTV"
"133663801";"123830541";"0.5032283";"Media";"Media";"RMCinfo";"BFMTV"
"133663801";"125727024";"0.6187237";"PS";"Media";"CCastaner";"BFMTV"
"1358827794";"110940366";"0.6125820";"Droite";"UMP";"bretonxavier";"BasPhilippe"
"1358827794";"111323397";"0.5093756";"UMP";"UMP";"Francoispinte";"BasPhilippe"
"1358827794";"1137018775";"0.5666377";"Droite";"UMP";"MichelDANTIN";"BasPhilippe"
"1358830140";"110940366";"0.5792151";"Droite";"UMP";"bretonxavier";"LamureE"
"1358830140";"103965790";"0.5110155";"UMP";"UMP";"CeciliaDurieu";"LamureE"
"1358830140";"111323397";"0.7488388";"UMP";"UMP";"Francoispinte";"LamureE"
"1358830140";"1184256836";"0.5775467";"UMP";"UMP";"PierreGaboriau";"LamureE"
"1358830140";"124391791";"0.6672118";"UMP";"UMP";"XavierPERICAT";"LamureE"
"1358830140";"1093208600";"0.6972925";"UMP";"UMP";"j_ump75";"LamureE"
"1358830140";"128593679";"0.6218161";"Media";"UMP";"GuillaumeDaret";"LamureE"
"1358847770";"106851687";"0.5065478";"centre";"UMP";"MarieLaurent29";"CDeroche_Senat"
"1358847770";"124391791";"0.6195724";"UMP";"UMP";"XavierPERICAT";"CDeroche_Senat"
"1358847770";"1358827794";"0.5510573";"UMP";"UMP";"BasPhilippe";"CDeroche_Senat"
"1358847770";"103965790";"0.5081045";"UMP";"UMP";"CeciliaDurieu";"CDeroche_Senat"
"1358847770";"1358830140";"0.5924435";"UMP";"UMP";"LamureE";"CDeroche_Senat"
"1358847770";"1093208600";"0.5288406";"UMP";"UMP";"j_ump75";"CDeroche_Senat"
"1358847770";"1137018775";"0.5002287";"Droite";"UMP";"MichelDANTIN";"CDeroche_Senat"
"1358847770";"1134643441";"0.5024044";"UMP";"UMP";"gerard_larcher";"CDeroche_Senat"
"1358847770";"110940366";"0.6241957";"Droite";"UMP";"bretonxavier";"CDeroche_Senat"
"1358847770";"111323397";"0.6743714";"UMP";"UMP";"Francoispinte";"CDeroche_Senat"
"1358847770";"128593679";"0.6048254";"Media";"UMP";"GuillaumeDaret";"CDeroche_Senat"
"1358847770";"1184256836";"0.5331449";"UMP";"UMP";"PierreGaboriau";"CDeroche_Senat"
"138075930";"128593679";"0.5138858";"Media";"Droite";"GuillaumeDaret";"NicolasTachon"
"138075930";"116229959";"0.5474987";"UMP";"Droite";"solere92";"NicolasTachon"
"139526253";"116229959";"0.7208415";"UMP";"Droite";"solere92";"An_Mls,Democratospher"
"139526253";"111323397";"0.5391897";"UMP";"Droite";"Francoispinte";"An_Mls,Democratospher"
"139526253";"117052245";"0.5807089";"centre";"Droite";"philippefolliot";"An_Mls,Democratospher"
"139526253";"128593679";"0.5825146";"Media";"Droite";"GuillaumeDaret";"An_Mls,Democratospher"
"139526253";"124391791";"0.5594583";"UMP";"Droite";"XavierPERICAT";"An_Mls,Democratospher"
"139526253";"106851687";"0.5302058";"centre";"Droite";"MarieLaurent29";"An_Mls,Democratospher"
"139526253";"1358830140";"0.5124426";"UMP";"Droite";"LamureE";"An_Mls,Democratospher"
"139526253";"1316528215";"0.5329342";"UMP";"Droite";"LArribage";"An_Mls,Democratospher"
"139526253";"103965790";"0.5927290";"UMP";"Droite";"CeciliaDurieu";"An_Mls,Democratospher"
"139526253";"1358847770";"0.5124965";"UMP";"Droite";"CDeroche_Senat";"An_Mls,Democratospher"
"139526253";"12272292";"0.5008892";"Media";"Droite";"LaCroix";"An_Mls,Democratospher"
"14366588";"115086169";"0.5479679";"Media";"Media";"WEBINDEP,lindependant";"radioclassique"
"14658057";"118341297";"0.5274934";"PS";"PS";"Rita_Maalouf_";"jccambadelis"
"147974770";"11911322";"0.5069611";"UMP";"UMP";"philippejuvin";"jacky_deromedi"
"1490528762";"139526253";"0.5539964";"Droite";"Droite";"An_Mls,Democratospher";"LePCD95"
"152786338";"125727024";"0.5979229";"PS";"Gauche";"CCastaner";"ProgressistesEM,leClubDSK,_Progressistes"
"152786338";"12272292";"0.5074951";"Media";"Gauche";"LaCroix";"ProgressistesEM,leClubDSK,_Progressistes"
"152786338";"114512948";"0.5285909";"Media";"Gauche";"GG_RMC";"ProgressistesEM,leClubDSK,_Progressistes"
"152786338";"133663801";"0.5235479";"Media";"Gauche";"BFMTV";"ProgressistesEM,leClubDSK,_Progressistes"
"152786338";"125423326";"0.6276801";"Gauche";"Gauche";"williamTchamaha";"ProgressistesEM,leClubDSK,_Progressistes"
"1528568274";"113047084";"0.7353123";"ExtremeDroite";"FN";"LdeDanne,ldedanne";"Nevers_Patriote"
"1543776073";"1103126714";"0.5999305";"centre";"centre";"UDIjeunes51";"UDI_ardeche"
"1543776073";"102397481";"0.5956439";"Droite";"centre";"Chantal_Jouanno";"UDI_ardeche"
"156608013";"110940366";"0.6863317";"Droite";"UMP";"bretonxavier";"sophieprimas"
"156608013";"1137018775";"0.5199143";"Droite";"UMP";"MichelDANTIN";"sophieprimas"
"156608013";"1358847770";"0.6224875";"UMP";"UMP";"CDeroche_Senat";"sophieprimas"
"156608013";"1358830140";"0.5708409";"UMP";"UMP";"LamureE";"sophieprimas"
"156608013";"124391791";"0.5482795";"UMP";"UMP";"XavierPERICAT";"sophieprimas"
"156608013";"1358827794";"0.6114409";"UMP";"UMP";"BasPhilippe";"sophieprimas"
"156608013";"111323397";"0.5727552";"UMP";"UMP";"Francoispinte";"sophieprimas"
"15719393";"12272292";"0.5568742";"Media";"UMP";"LaCroix";"romeodeamorim"
"15719393";"106851687";"0.5746524";"centre";"UMP";"MarieLaurent29";"romeodeamorim"
"15719393";"103965790";"0.7086163";"UMP";"UMP";"CeciliaDurieu";"romeodeamorim"
"15719393";"11090342";"0.5167967";"Gauche";"UMP";"marcvasseur";"romeodeamorim"
"15719393";"152786338";"0.5410904";"Gauche";"UMP";"ProgressistesEM,leClubDSK,_Progressistes";"romeodeamorim"
"15719393";"128593679";"0.5668103";"Media";"UMP";"GuillaumeDaret";"romeodeamorim"
"15732991";"139526253";"0.5595682";"Droite";"Droite";"An_Mls,Democratospher";"fabricerestier"
"15732991";"128593679";"0.5925266";"Media";"Droite";"GuillaumeDaret";"fabricerestier"
"15732991";"1358847770";"0.5323750";"UMP";"Droite";"CDeroche_Senat";"fabricerestier"
"15732991";"102397481";"0.5287256";"Droite";"Droite";"Chantal_Jouanno";"fabricerestier"
"15732991";"156608013";"0.5013709";"UMP";"Droite";"sophieprimas";"fabricerestier"
"15732991";"12272292";"0.5104373";"Media";"Droite";"LaCroix";"fabricerestier"
"1585904815";"1093208600";"0.5012091";"UMP";"Media";"j_ump75";"DelphGirard"
"15892162";"1003119758";"0.6123338";"Gauche";"Media";"eco_socialisme";"ParisMatch"
"15892162";"103965790";"0.5119936";"UMP";"Media";"CeciliaDurieu";"ParisMatch"
"15892162";"15719393";"0.5260895";"UMP";"Media";"romeodeamorim";"ParisMatch"
"1589648886";"1229928415";"0.5186736";"PS";"PS";"psparis8";"TousAvecAnne,TousAvecHamon"
"15996880";"1589648886";"0.5403084";"PS";"PS";"TousAvecAnne,TousAvecHamon";"cgirard"
"1600653655";"1149260660";"0.5023311";"UMP";"centre";"TheveninPatrick";"UDI_Paris20"
"1600653655";"123830541";"0.5758653";"Media";"centre";"RMCinfo";"UDI_Paris20"
"16040704";"106851687";"0.5324916";"centre";"centre";"MarieLaurent29";"julienjanvier"
"16040704";"1543776073";"0.5195761";"centre";"centre";"UDI_ardeche";"julienjanvier"
"16040704";"1283588581";"0.5157002";"Media";"centre";"Lopinion_fr,lopinion_fr";"julienjanvier"
"162780631";"1490528762";"0.9339524";"Droite";"Droite";"LePCD95";"chjamin"
"162780631";"139526253";"0.5915477";"Droite";"Droite";"An_Mls,Democratospher";"chjamin"
"162780631";"110940366";"0.5171281";"Droite";"Droite";"bretonxavier";"chjamin"
"16697806";"152786338";"0.5296445";"Gauche";"PS";"ProgressistesEM,leClubDSK,_Progressistes";"DamienMariller"
"16884402";"12272292";"0.5450992";"Media";"Media";"LaCroix";"ladepechedumidi"
"16884402";"14366588";"0.5612862";"Media";"Media";"radioclassique";"ladepechedumidi"
"16884402";"128593679";"0.5140923";"Media";"Media";"GuillaumeDaret";"ladepechedumidi"
"16884402";"152786338";"0.5937589";"Gauche";"Media";"ProgressistesEM,leClubDSK,_Progressistes";"ladepechedumidi"
"16884402";"125706476";"0.5693833";"PS";"Media";"lorenzichris";"ladepechedumidi"
"173504234";"1301217397";"0.5397126";"UMP";"UMP";"VMontandon";"XavierFournier"
"173504234";"1103126714";"0.5119280";"centre";"UMP";"UDIjeunes51";"XavierFournier"
"173504234";"102458467";"0.5092669";"UMP";"UMP";"emorinchartier";"XavierFournier"
"180320078";"111323397";"0.5827762";"UMP";"UMP";"Francoispinte";"jeunesrep44"
"18167178";"111887233";"0.5445506";"PS";"Media";"MASSEFLO13013";"laprovence"
"18396319";"1283588581";"0.5625731";"Media";"Media";"Lopinion_fr,lopinion_fr";"CNEWS,itele,cnews,CNews"
"18396319";"16697806";"0.5248286";"PS";"Media";"DamienMariller";"CNEWS,itele,cnews,CNews"
"18396319";"15892162";"0.5909724";"Media";"Media";"ParisMatch";"CNEWS,itele,cnews,CNews"
"18396319";"152786338";"0.5957749";"Gauche";"Media";"ProgressistesEM,leClubDSK,_Progressistes";"CNEWS,itele,cnews,CNews"
"18396319";"103965790";"0.6101665";"UMP";"Media";"CeciliaDurieu";"CNEWS,itele,cnews,CNews"
"18396319";"15719393";"0.5384761";"UMP";"Media";"romeodeamorim";"CNEWS,itele,cnews,CNews"
"18430576";"105607078";"0.5114098";"Droite";"UMP";"sebchauvelleb";"AlexandreBouchy"
"18430576";"111323397";"0.5145655";"UMP";"UMP";"Francoispinte";"AlexandreBouchy"
"18430576";"1358830140";"0.5149891";"UMP";"UMP";"LamureE";"AlexandreBouchy"
"18430576";"103965790";"0.5512553";"UMP";"UMP";"CeciliaDurieu";"AlexandreBouchy"
"18430576";"15732991";"0.5336740";"Droite";"UMP";"fabricerestier";"AlexandreBouchy"
"18430576";"117052245";"0.5155111";"centre";"UMP";"philippefolliot";"AlexandreBouchy"
"18430576";"1093208600";"0.5427710";"UMP";"UMP";"j_ump75";"AlexandreBouchy"
"18430576";"139526253";"0.5042108";"Droite";"UMP";"An_Mls,Democratospher";"AlexandreBouchy"
"18430576";"132465432";"0.5494616";"Droite";"UMP";"ACTIFSPACACORSE,PhilippeMemoli";"AlexandreBouchy"
"185346000";"116229959";"0.5641421";"UMP";"centre";"solere92";"olivierrichefou"
"185346000";"114998731";"0.5840963";"Droite";"centre";"senateurJGM";"olivierrichefou"
"18578222";"104921164";"0.5266037";"PS";"Gauche";"VincentGuibert";"larrouturou"
"18578222";"127643327";"0.5569187";"PS";"Gauche";"luniseMarquis";"larrouturou"
"1867491996";"110940366";"0.5690378";"Droite";"Gauche";"bretonxavier";"TerchiAissa"
"1867491996";"106851687";"0.5379218";"centre";"Gauche";"MarieLaurent29";"TerchiAissa"
"1867491996";"15732991";"0.5049692";"Droite";"Gauche";"fabricerestier";"TerchiAissa"
"1867491996";"1003119758";"0.6470068";"Gauche";"Gauche";"eco_socialisme";"TerchiAissa"
"1867491996";"103965790";"0.5456161";"UMP";"Gauche";"CeciliaDurieu";"TerchiAissa"
"1867491996";"125706476";"0.7204191";"PS";"Gauche";"lorenzichris";"TerchiAissa"
"1867491996";"144631870";"0.5592925";"Gauche";"Gauche";"gabrielamard";"TerchiAissa"
"1867491996";"16884402";"0.5337592";"Media";"Gauche";"ladepechedumidi";"TerchiAissa"
"1867491996";"11090342";"0.5186549";"Gauche";"Gauche";"marcvasseur";"TerchiAissa"
"1867491996";"128593679";"0.6648677";"Media";"Gauche";"GuillaumeDaret";"TerchiAissa"
"186799138";"102397481";"0.5169909";"Droite";"Droite";"Chantal_Jouanno";"JeanPierreGrand"
"186799138";"185346000";"0.5359104";"centre";"Droite";"olivierrichefou";"JeanPierreGrand"
"186799138";"173504234";"0.5629279";"UMP";"Droite";"XavierFournier";"JeanPierreGrand"
"186799138";"123117092";"0.5112052";"Droite";"Droite";"CharlesAslangul";"JeanPierreGrand"
"186799138";"133236438";"0.5878413";"Droite";"Droite";"MaximeThiebaut";"JeanPierreGrand"
"187508945";"1543776073";"0.5012184";"centre";"centre";"UDI_ardeche";"Sophie_Auconie"
"191097428";"125727024";"0.5692279";"PS";"Droite";"CCastaner";"RPR06"
"1920691543";"152786338";"0.5634618";"Gauche";"FN";"ProgressistesEM,leClubDSK,_Progressistes";"Stephane_Ravier"
"1920691543";"125423326";"0.6626685";"Gauche";"FN";"williamTchamaha";"Stephane_Ravier"
"1920691543";"133663801";"0.5783957";"Media";"FN";"BFMTV";"Stephane_Ravier"
"1920691543";"125727024";"0.6652732";"PS";"FN";"CCastaner";"Stephane_Ravier"
"192130715";"185346000";"0.5791473";"centre";"UMP";"olivierrichefou";"lsailliet"
"194114947";"139526253";"0.6550330";"Droite";"Droite";"An_Mls,Democratospher";"CBeigbeder"
"194114947";"162780631";"0.5551485";"Droite";"Droite";"chjamin";"CBeigbeder"
"194114947";"110969851";"0.5645156";"PRG";"Droite";"simoncachia59";"CBeigbeder"
"194114947";"1184256836";"0.5635226";"UMP";"Droite";"PierreGaboriau";"CBeigbeder"
"194114947";"1490528762";"0.5519919";"Droite";"Droite";"LePCD95";"CBeigbeder"
"194114947";"125706476";"0.6366896";"PS";"Droite";"lorenzichris";"CBeigbeder"
"194114947";"128593679";"0.5187119";"Media";"Droite";"GuillaumeDaret";"CBeigbeder"
"194114947";"117052245";"0.5368268";"centre";"Droite";"philippefolliot";"CBeigbeder"
"194114947";"111323397";"0.5316165";"UMP";"Droite";"Francoispinte";"CBeigbeder"
"194114947";"110940366";"0.5644115";"Droite";"Droite";"bretonxavier";"CBeigbeder"
"194114947";"1867491996";"0.5296380";"Gauche";"Droite";"TerchiAissa";"CBeigbeder"
"194114947";"1367398610";"0.5609140";"UMP";"Droite";"Meunier_Ph";"CBeigbeder"
"194114947";"15732991";"0.5683528";"Droite";"Droite";"fabricerestier";"CBeigbeder"
"1953425388";"116229959";"0.6601161";"UMP";"UMP";"solere92";"LesRep_Paris11"
"1953425388";"114998731";"0.5226475";"Droite";"UMP";"senateurJGM";"LesRep_Paris11"
"1953425388";"138075930";"0.6438372";"Droite";"UMP";"NicolasTachon";"LesRep_Paris11"
"1953425388";"185346000";"0.5065839";"centre";"UMP";"olivierrichefou";"LesRep_Paris11"
"1954293308";"15996880";"0.5614319";"PS";"PS";"cgirard";"f_calandra"
"198828368";"110969851";"0.5556764";"PRG";"PS";"simoncachia59";"ideashumanumest"
"198828368";"118341297";"0.6313378";"PS";"PS";"Rita_Maalouf_";"ideashumanumest"
"198828368";"125706476";"0.6514144";"PS";"PS";"lorenzichris";"ideashumanumest"
"198828368";"194114947";"0.5204828";"Droite";"PS";"CBeigbeder";"ideashumanumest"
"198828368";"101817931";"0.5288315";"Droite";"PS";"alainhoupert";"ideashumanumest"
"198828368";"1867491996";"0.5204916";"Gauche";"PS";"TerchiAissa";"ideashumanumest"
"19900973";"194593392";"0.5476085";"PS";"PS";"socialiste35";"partisocialiste"
"19900973";"14658057";"0.6435454";"PS";"PS";"jccambadelis";"partisocialiste"
"19900973";"118341297";"0.6983827";"PS";"PS";"Rita_Maalouf_";"partisocialiste"
"19900973";"1005885764";"0.5398682";"PS";"PS";"angersps";"partisocialiste"
"200659061";"114998731";"0.6055605";"Droite";"Droite";"senateurJGM";"UPR_Asselineau"
"204368725";"104120115";"0.5254979";"PS";"PCF";"EricLejoindre";"IanBrossat"
"204368725";"1589648886";"0.6221225";"PS";"PCF";"TousAvecAnne,TousAvecHamon";"IanBrossat"
"204368725";"1894416624";"0.5032696";"FN";"PCF";"FCoolzaet";"IanBrossat"
"205401299";"1954293308";"0.6564994";"PS";"PS";"f_calandra";"CBrossel"
"205401299";"1589648886";"0.6934823";"PS";"PS";"TousAvecAnne,TousAvecHamon";"CBrossel"
"20702279";"116565781";"0.5682459";"UMP";"UMP";"Olaurentjoye";"nk_m"
"208067346";"11090342";"0.5268314";"Gauche";"PS";"marcvasseur";"GroupePSIDF,ELUSPSCRIDF"
"208067346";"1356884672";"0.5436424";"PS";"PS";"NormaMevPla";"GroupePSIDF,ELUSPSCRIDF"
"208067346";"1954293308";"0.5180533";"PS";"PS";"f_calandra";"GroupePSIDF,ELUSPSCRIDF"
"21302947";"14658057";"0.6794465";"PS";"PS";"jccambadelis";"PierreKanuty"
"21302947";"19900973";"0.7462835";"PS";"PS";"partisocialiste";"PierreKanuty"
"21302947";"118341297";"0.6497961";"PS";"PS";"Rita_Maalouf_";"PierreKanuty"
"213031371";"16884402";"0.5476333";"Media";"PS";"ladepechedumidi";"AtaualpaPF"
"213031371";"194114947";"0.5231014";"Droite";"PS";"CBeigbeder";"AtaualpaPF"
"213031371";"106851687";"0.5009346";"centre";"PS";"MarieLaurent29";"AtaualpaPF"
"213031371";"15732991";"0.5148842";"Droite";"PS";"fabricerestier";"AtaualpaPF"
"213031371";"16697806";"0.5528391";"PS";"PS";"DamienMariller";"AtaualpaPF"
"213031371";"15892162";"0.5077964";"Media";"PS";"ParisMatch";"AtaualpaPF"
"213031371";"18396319";"0.5045463";"Media";"PS";"CNEWS,itele,cnews,CNews";"AtaualpaPF"
"213031371";"128593679";"0.5813513";"Media";"PS";"GuillaumeDaret";"AtaualpaPF"
"213031371";"125423326";"0.5448458";"Gauche";"PS";"williamTchamaha";"AtaualpaPF"
"213031371";"138075930";"0.5009277";"Droite";"PS";"NicolasTachon";"AtaualpaPF"
"213031371";"152786338";"0.6645308";"Gauche";"PS";"ProgressistesEM,leClubDSK,_Progressistes";"AtaualpaPF"
"213031371";"15719393";"0.5673281";"UMP";"PS";"romeodeamorim";"AtaualpaPF"
"213031371";"1920691543";"0.5280116";"FN";"PS";"Stephane_Ravier";"AtaualpaPF"
"213031371";"110969851";"0.5778193";"PRG";"PS";"simoncachia59";"AtaualpaPF"
"213031371";"12272292";"0.5626791";"Media";"PS";"LaCroix";"AtaualpaPF"
"213031371";"103965790";"0.5621862";"UMP";"PS";"CeciliaDurieu";"AtaualpaPF"
"213031371";"133663801";"0.5998645";"Media";"PS";"BFMTV";"AtaualpaPF"
"213031371";"125727024";"0.5765825";"PS";"PS";"CCastaner";"AtaualpaPF"
"21313364";"125727024";"0.5237864";"PS";"Media";"CCastaner";"lobs"
"21313364";"1920691543";"0.5223548";"FN";"Media";"Stephane_Ravier";"lobs"
"21313364";"128593679";"0.6237671";"Media";"Media";"GuillaumeDaret";"lobs"
"21313364";"106851687";"0.5672034";"centre";"Media";"MarieLaurent29";"lobs"
"21313364";"1867491996";"0.5386730";"Gauche";"Media";"TerchiAissa";"lobs"
"21313364";"151043323";"0.5502032";"Media";"Media";"msoudais";"lobs"
"21313364";"133663801";"0.6413335";"Media";"Media";"BFMTV";"lobs"
"21313364";"125706476";"0.5433475";"PS";"Media";"lorenzichris";"lobs"
"21313364";"123117092";"0.5591222";"Droite";"Media";"CharlesAslangul";"lobs"
"21313364";"1358830140";"0.5322714";"UMP";"Media";"LamureE";"lobs"
"21313364";"12272292";"0.5284549";"Media";"Media";"LaCroix";"lobs"
"21313364";"125423326";"0.5596566";"Gauche";"Media";"williamTchamaha";"lobs"
"21313364";"213031371";"0.7131730";"PS";"Media";"AtaualpaPF";"lobs"
"21313364";"11090342";"0.5363321";"Gauche";"Media";"marcvasseur";"lobs"
"218144431";"147974770";"0.5854493";"UMP";"UMP";"jacky_deromedi";"Sylvie_Ramond"
"218865347";"116229959";"0.5267704";"UMP";"centre";"solere92";"MarioRossiReims"
"218865347";"194114947";"0.5231813";"Droite";"centre";"CBeigbeder";"MarioRossiReims"
"218865347";"1301217397";"0.5187446";"UMP";"centre";"VMontandon";"MarioRossiReims"
"218865347";"185346000";"0.5651895";"centre";"centre";"olivierrichefou";"MarioRossiReims"
"218865347";"186799138";"0.5076570";"Droite";"centre";"JeanPierreGrand";"MarioRossiReims"
"218865347";"1103126714";"0.5257081";"centre";"centre";"UDIjeunes51";"MarioRossiReims"
"218865347";"139526253";"0.5183861";"Droite";"centre";"An_Mls,Democratospher";"MarioRossiReims"
"218865347";"173504234";"0.5720772";"UMP";"centre";"XavierFournier";"MarioRossiReims"
"219724512";"204368725";"0.5702839";"PCF";"PCF";"IanBrossat";"gerald_briant"
"219724512";"1894416624";"0.5003284";"FN";"PCF";"FCoolzaet";"gerald_briant"
"22245559";"1149260660";"0.6710654";"UMP";"UMP";"TheveninPatrick";"benoistapparu"
"22245559";"218865347";"0.5916779";"centre";"UMP";"MarioRossiReims";"benoistapparu"
"22245559";"102458467";"0.5029078";"UMP";"UMP";"emorinchartier";"benoistapparu"
"22245559";"1103126714";"0.7045003";"centre";"UMP";"UDIjeunes51";"benoistapparu"
"22245559";"173504234";"0.5655875";"UMP";"UMP";"XavierFournier";"benoistapparu"
"22245559";"1931057509";"0.5069897";"UMP";"UMP";"GrosdidierSenat";"benoistapparu"
"22245559";"1301217397";"0.5305526";"UMP";"UMP";"VMontandon";"benoistapparu"
"22245559";"1543776073";"0.5412577";"centre";"UMP";"UDI_ardeche";"benoistapparu"
"22245559";"186799138";"0.5249511";"Droite";"UMP";"JeanPierreGrand";"benoistapparu"
"223847367";"1920691543";"0.5341668";"FN";"FN";"Stephane_Ravier";"Lilian7130"
"223847367";"1894416624";"0.5298196";"FN";"FN";"FCoolzaet";"Lilian7130"
"223847367";"217749896";"0.5932333";"FN";"FN";"MLP_officiel";"Lilian7130"
"223847367";"189815209";"0.7089371";"FN";"FN";"david_rachline";"Lilian7130"
"223847367";"1528568274";"0.5378711";"FN";"FN";"Nevers_Patriote";"Lilian7130"
"22416221";"139526253";"0.5443488";"Droite";"UMP";"An_Mls,Democratospher";"TristanQM"
"22416221";"15719393";"0.6074921";"UMP";"UMP";"romeodeamorim";"TristanQM"
"22416221";"15892162";"0.6101173";"Media";"UMP";"ParisMatch";"TristanQM"
"22416221";"1283588581";"0.5379138";"Media";"UMP";"Lopinion_fr,lopinion_fr";"TristanQM"
"22416221";"117052245";"0.5068480";"centre";"UMP";"philippefolliot";"TristanQM"
"22416221";"18396319";"0.5848062";"Media";"UMP";"CNEWS,itele,cnews,CNews";"TristanQM"
"22416221";"213031371";"0.5479844";"PS";"UMP";"AtaualpaPF";"TristanQM"
"22416221";"103965790";"0.7917756";"UMP";"UMP";"CeciliaDurieu";"TristanQM"
"22416221";"102397481";"0.5637526";"Droite";"UMP";"Chantal_Jouanno";"TristanQM"
"226717053";"22245559";"0.5729937";"UMP";"Droite";"benoistapparu";"AM_CAZALET"
"226717053";"1103126714";"0.5347372";"centre";"Droite";"UDIjeunes51";"AM_CAZALET"
"226717053";"1543776073";"0.5457542";"centre";"Droite";"UDI_ardeche";"AM_CAZALET"
"227263984";"1484320729";"0.5707979";"PS";"PS";"m_blondin";"CarolineADOMO"
"227263984";"1123600008";"0.6900174";"PS";"PS";"Socialiste94";"CarolineADOMO"
"227263984";"102397481";"0.5428098";"Droite";"PS";"Chantal_Jouanno";"CarolineADOMO"
"227263984";"1229928415";"0.5177594";"PS";"PS";"psparis8";"CarolineADOMO"
